Unnamed: 0,Content ID,Unnamed: 2,Type,Datetime,Category,Sentiment,Score
10465,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,,disgust,2021-12-06 09:15:00,animals,negative,0
10467,64b9d086-2fd4-46d0-a19d-848572029de1,,interested,2021-07-06 08:16:00,healthy eating,positive,30
10468,64b9d086-2fd4-46d0-a19d-848572029de1,,cherish,2020-05-08 18:26:00,healthy eating,positive,70
10471,64b9d086-2fd4-46d0-a19d-848572029de1,,disgust,2021-11-05 05:57:00,healthy eating,negative,0
10473,64b9d086-2fd4-46d0-a19d-848572029de1,,hate,2020-02-11 19:30:00,healthy eating,negative,5
10475,64b9d086-2fd4-46d0-a19d-848572029de1,,hate,2021-12-03 19:11:00,healthy eating,negative,5
10478,64b9d086-2fd4-46d0-a19d-848572029de1,,disgust,2021-08-06 07:12:00,healthy eating,negative,0
10484,64b9d086-2fd4-46d0-a19d-848572029de1,,super love,2021-01-04 04:31:00,healthy eating,positive,75
10485,64b9d086-2fd4-46d0-a19d-848572029de1,,heart,2021-08-02 17:44:00,healthy eating,positive,60
10486,64b9d086-2fd4-46d0-a19d-848572029de1,,indifferent,2021-03-02 16:54:00,healthy eating,neutral,20
10490,64b9d086-2fd4-46d0-a19d-848572029de1,,want,2021-09-03 21:37:00,healthy eating,positive,70
10491,64b9d086-2fd4-46d0-a19d-848572029de1,,super love,2021-12-02 10:13:00,healthy eating,positive,75
10493,def0559c-73c2-48f9-b85d-0c807659207f,,heart,2021-08-06 18:31:00,animals,positive,60
10494,def0559c-73c2-48f9-b85d-0c807659207f,,adore,2021-10-01 09:35:00,animals,positive,72
10498,362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,,want,2021-10-06 02:48:00,technology,positive,70
10502,362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,,super love,2020-03-09 16:31:00,technology,positive,75
10503,362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,,cherish,2021-08-05 09:23:00,technology,positive,70
10512,77b49477-2f3c-455a-b8f1-09ec2e553174,,worried,2021-06-03 14:32:00,cooking,negative,12
10515,77b49477-2f3c-455a-b8f1-09ec2e553174,,want,2020-03-09 15:08:00,cooking,positive,70
10517,77b49477-2f3c-455a-b8f1-09ec2e553174,,like,2020-05-10 05:41:00,cooking,positive,50
10519,77b49477-2f3c-455a-b8f1-09ec2e553174,,peeking,2020-07-08 13:32:00,cooking,neutral,35
10521,77b49477-2f3c-455a-b8f1-09ec2e553174,,adore,2020-04-07 15:00:00,cooking,positive,72
10523,77b49477-2f3c-455a-b8f1-09ec2e553174,,heart,2020-05-12 07:00:00,cooking,positive,60
10526,77b49477-2f3c-455a-b8f1-09ec2e553174,,interested,2020-03-12 20:44:00,cooking,positive,30
10527,77b49477-2f3c-455a-b8f1-09ec2e553174,,worried,2020-08-12 06:00:00,cooking,negative,12
10528,77b49477-2f3c-455a-b8f1-09ec2e553174,,scared,2021-04-06 03:24:00,cooking,negative,15
10531,77b49477-2f3c-455a-b8f1-09ec2e553174,,adore,2020-05-12 01:01:00,cooking,positive,72
10532,77b49477-2f3c-455a-b8f1-09ec2e553174,,like,2021-02-03 08:06:00,cooking,positive,50
10533,77b49477-2f3c-455a-b8f1-09ec2e553174,,cherish,2020-06-09 17:34:00,cooking,positive,70
10537,77b49477-2f3c-455a-b8f1-09ec2e553174,,like,2021-03-01 14:51:00,cooking,positive,50
10541,1413f582-4261-4037-93bd-7356b0e9e017,,peeking,2021-05-04 04:34:00,veganism,neutral,35
10548,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,interested,2021-12-04 06:50:00,technology,positive,30
10550,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,adore,2020-07-10 21:29:00,technology,positive,72
10551,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,adore,2021-02-04 15:25:00,technology,positive,72
10553,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,intrigued,2020-01-07 01:49:00,technology,positive,45
10554,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,worried,2021-02-03 15:01:00,technology,negative,12
10558,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,like,2021-03-06 12:55:00,technology,positive,50
10560,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,hate,2020-02-09 12:36:00,technology,negative,5
10562,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,scared,2020-12-08 06:58:00,technology,negative,15
10563,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,interested,2021-03-05 12:23:00,technology,positive,30
10568,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,heart,2020-03-09 22:14:00,technology,positive,60
10569,d4813cf8-87d5-421e-81f7-c5d43c25c62a,,indifferent,2020-11-11 09:08:00,technology,neutral,20
10574,b4871080-6bb7-4056-82a9-d8015d7b76e8,,intrigued,2021-02-01 21:21:00,education,positive,45
10575,b4871080-6bb7-4056-82a9-d8015d7b76e8,,peeking,2021-10-01 16:18:00,education,neutral,35
10579,b4871080-6bb7-4056-82a9-d8015d7b76e8,,indifferent,2020-10-09 11:47:00,education,neutral,20
10581,b4871080-6bb7-4056-82a9-d8015d7b76e8,,cherish,2021-09-03 02:22:00,education,positive,70
10583,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,intrigued,2020-02-12 16:46:00,healthy eating,positive,45
10585,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,like,2021-11-03 20:51:00,healthy eating,positive,50
10588,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,hate,2021-12-05 14:06:00,healthy eating,negative,5
10590,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,super love,2020-08-07 20:36:00,healthy eating,positive,75
10591,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,indifferent,2020-02-08 03:50:00,healthy eating,neutral,20
10592,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,adore,2021-04-02 18:28:00,healthy eating,positive,72
10593,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,dislike,2021-08-06 13:58:00,healthy eating,negative,10
10594,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,indifferent,2020-02-10 09:30:00,healthy eating,neutral,20
10595,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,cherish,2020-04-10 06:35:00,healthy eating,positive,70
10597,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,worried,2020-11-09 14:23:00,healthy eating,negative,12
10602,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,super love,2020-04-08 15:00:00,healthy eating,positive,75
10607,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,like,2020-06-07 14:40:00,healthy eating,positive,50
10611,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,like,2020-09-09 13:13:00,healthy eating,positive,50
10612,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,want,2021-04-01 17:25:00,healthy eating,positive,70
10613,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,indifferent,2020-10-08 19:11:00,healthy eating,neutral,20
10617,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,,hate,2020-06-09 21:41:00,healthy eating,negative,5
10619,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,interested,2021-08-06 02:16:00,technology,positive,30
10621,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,adore,2021-06-04 03:41:00,technology,positive,72
10624,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,peeking,2021-06-04 03:58:00,technology,neutral,35
10625,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,disgust,2021-08-03 00:33:00,technology,negative,0
10628,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,disgust,2020-06-08 20:10:00,technology,negative,0
10630,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,scared,2021-12-01 08:41:00,technology,negative,15
10633,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,worried,2021-12-01 09:45:00,technology,negative,12
10636,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,like,2021-08-05 17:51:00,technology,positive,50
10640,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,worried,2020-06-07 05:40:00,technology,negative,12
10644,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,hate,2021-01-06 19:26:00,technology,negative,5
10649,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,interested,2021-02-03 03:17:00,technology,positive,30
10652,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,disgust,2021-02-02 07:50:00,technology,negative,0
10654,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,worried,2020-11-07 01:46:00,technology,negative,12
10658,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,worried,2021-08-06 13:14:00,technology,negative,12
10662,9522ddea-8e07-4a2a-a001-25e4a534b8f6,,love,2020-08-10 08:07:00,technology,positive,65
10667,8477eb49-08fd-44c3-a238-a13ee8cc5be8,,peeking,2020-02-11 22:28:00,food,neutral,35
10668,8477eb49-08fd-44c3-a238-a13ee8cc5be8,,scared,2021-01-03 07:58:00,food,negative,15
10671,8477eb49-08fd-44c3-a238-a13ee8cc5be8,,cherish,2020-11-08 11:23:00,food,positive,70
10675,8477eb49-08fd-44c3-a238-a13ee8cc5be8,,intrigued,2021-02-03 09:23:00,food,positive,45
10676,8477eb49-08fd-44c3-a238-a13ee8cc5be8,,cherish,2020-03-08 09:29:00,food,positive,70
10679,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,intrigued,2021-03-01 03:26:00,fitness,positive,45
10680,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,interested,2021-09-02 15:56:00,fitness,positive,30
10683,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,intrigued,2021-06-01 01:39:00,fitness,positive,45
10685,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,peeking,2020-09-10 15:17:00,fitness,neutral,35
10690,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,worried,2020-05-08 15:40:00,fitness,negative,12
10691,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,hate,2021-07-06 03:06:00,fitness,negative,5
10693,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,hate,2020-01-08 22:08:00,fitness,negative,5
10696,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,indifferent,2020-07-11 15:04:00,fitness,neutral,20
10698,b85e1b0d-1018-4a65-a709-4ac5323e06d9,,peeking,2021-07-01 13:06:00,fitness,neutral,35
10700,d826807d-be79-402e-a55a-baf08df8212d,,indifferent,2020-05-11 01:55:00,science,neutral,20
10703,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,cherish,2021-11-04 13:00:00,education,positive,70
10705,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,super love,2021-11-02 18:42:00,education,positive,75
10708,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,disgust,2020-08-09 03:01:00,education,negative,0
10710,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,want,2020-12-07 18:56:00,education,positive,70
10715,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,indifferent,2021-06-03 12:34:00,education,neutral,20
10716,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,worried,2020-10-08 00:17:00,education,negative,12
10717,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,love,2021-08-02 06:11:00,education,positive,65
10719,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,super love,2021-10-02 05:37:00,education,positive,75
10720,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,hate,2021-12-04 03:36:00,education,negative,5
10726,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,hate,2020-06-07 18:18:00,education,negative,5
10727,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,scared,2020-10-11 23:30:00,education,negative,15
10734,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,adore,2020-10-12 16:54:00,education,positive,72
10736,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,hate,2021-01-01 05:07:00,education,negative,5
10737,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,adore,2021-05-03 06:15:00,education,positive,72
10741,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,hate,2021-03-05 05:27:00,education,negative,5
10742,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,scared,2020-06-10 08:21:00,education,negative,15
10744,fbd8f70d-d62d-42e8-9508-9f5815ab578c,,love,2020-10-12 07:22:00,education,positive,65
10751,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,cherish,2020-02-12 06:04:00,technology,positive,70
10754,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,disgust,2020-12-12 04:36:00,technology,negative,0
10755,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,intrigued,2020-01-07 17:38:00,technology,positive,45
10758,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,indifferent,2020-10-09 03:25:00,technology,neutral,20
10759,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,disgust,2021-01-04 18:15:00,technology,negative,0
10761,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,want,2021-08-05 02:10:00,technology,positive,70
10764,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,love,2021-11-05 00:48:00,technology,positive,65
10767,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,like,2021-11-01 16:25:00,technology,positive,50
10768,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,intrigued,2020-08-11 18:02:00,technology,positive,45
10770,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,disgust,2021-10-02 11:04:00,technology,negative,0
10774,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,worried,2020-10-10 23:35:00,technology,negative,12
10777,6dbd153c-5b69-4ffb-a869-6285fb0c764d,,like,2020-03-09 02:40:00,technology,positive,50
10779,9108109e-c521-4528-9d90-4c804cbb866d,,intrigued,2021-02-02 07:12:00,veganism,positive,45
10782,9108109e-c521-4528-9d90-4c804cbb866d,,adore,2020-06-07 23:33:00,veganism,positive,72
10783,9108109e-c521-4528-9d90-4c804cbb866d,,interested,2021-07-04 21:10:00,veganism,positive,30
10786,9108109e-c521-4528-9d90-4c804cbb866d,,interested,2020-06-07 14:47:00,veganism,positive,30
10788,9108109e-c521-4528-9d90-4c804cbb866d,,hate,2021-07-06 16:04:00,veganism,negative,5
10789,9108109e-c521-4528-9d90-4c804cbb866d,,peeking,2021-02-04 05:00:00,veganism,neutral,35
10791,9108109e-c521-4528-9d90-4c804cbb866d,,want,2020-04-07 17:15:00,veganism,positive,70
10793,9108109e-c521-4528-9d90-4c804cbb866d,,worried,2020-12-08 08:25:00,veganism,negative,12
10794,9108109e-c521-4528-9d90-4c804cbb866d,,heart,2021-09-04 05:29:00,veganism,positive,60
10795,9108109e-c521-4528-9d90-4c804cbb866d,,peeking,2020-06-07 23:53:00,veganism,neutral,35
10796,9108109e-c521-4528-9d90-4c804cbb866d,,want,2020-02-10 02:01:00,veganism,positive,70
10800,9108109e-c521-4528-9d90-4c804cbb866d,,scared,2020-04-07 11:57:00,veganism,negative,15
10802,9108109e-c521-4528-9d90-4c804cbb866d,,scared,2020-09-10 23:19:00,veganism,negative,15
10805,9108109e-c521-4528-9d90-4c804cbb866d,,love,2020-02-12 19:26:00,veganism,positive,65
10810,9108109e-c521-4528-9d90-4c804cbb866d,,want,2020-08-11 06:11:00,veganism,positive,70
10812,9108109e-c521-4528-9d90-4c804cbb866d,,super love,2021-01-05 06:04:00,veganism,positive,75
10823,fea9077f-2fe7-43bd-aaef-dc2619988d94,,peeking,2020-11-08 18:13:00,culture,neutral,35
10824,fea9077f-2fe7-43bd-aaef-dc2619988d94,,indifferent,2021-10-06 22:54:00,culture,neutral,20
10825,fea9077f-2fe7-43bd-aaef-dc2619988d94,,cherish,2021-02-04 00:51:00,culture,positive,70
10826,fea9077f-2fe7-43bd-aaef-dc2619988d94,,dislike,2020-01-08 17:17:00,culture,negative,10
10827,fea9077f-2fe7-43bd-aaef-dc2619988d94,,peeking,2021-01-05 13:36:00,culture,neutral,35
10829,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,,worried,2021-11-04 04:39:00,Animals,negative,12
10830,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,,interested,2021-03-04 18:20:00,Animals,positive,30
10838,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,,peeking,2020-01-12 00:48:00,Animals,neutral,35
10840,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,,worried,2020-04-12 10:58:00,Animals,negative,12
10841,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,,adore,2020-02-08 09:23:00,Animals,positive,72
10843,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,,scared,2021-03-06 13:19:00,Animals,negative,15
10846,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,,indifferent,2020-11-08 10:35:00,Animals,neutral,20
10855,88cbf75c-79f0-42cb-8733-af670f39d6e0,,cherish,2020-03-10 14:50:00,animals,positive,70
10857,88cbf75c-79f0-42cb-8733-af670f39d6e0,,disgust,2021-11-05 06:06:00,animals,negative,0
10861,88cbf75c-79f0-42cb-8733-af670f39d6e0,,heart,2020-02-11 01:07:00,animals,positive,60
10864,88cbf75c-79f0-42cb-8733-af670f39d6e0,,hate,2021-05-04 02:29:00,animals,negative,5
10865,88cbf75c-79f0-42cb-8733-af670f39d6e0,,peeking,2021-07-04 02:40:00,animals,neutral,35
10869,88cbf75c-79f0-42cb-8733-af670f39d6e0,,intrigued,2020-09-08 15:58:00,animals,positive,45
10876,88cbf75c-79f0-42cb-8733-af670f39d6e0,,disgust,2020-06-10 15:46:00,animals,negative,0
10877,88cbf75c-79f0-42cb-8733-af670f39d6e0,,adore,2021-11-05 02:39:00,animals,positive,72
10878,88cbf75c-79f0-42cb-8733-af670f39d6e0,,super love,2020-12-09 07:13:00,animals,positive,75
10879,88cbf75c-79f0-42cb-8733-af670f39d6e0,,super love,2020-09-10 06:07:00,animals,positive,75
10881,88cbf75c-79f0-42cb-8733-af670f39d6e0,,cherish,2021-03-02 23:19:00,animals,positive,70
10886,88cbf75c-79f0-42cb-8733-af670f39d6e0,,love,2020-07-08 16:20:00,animals,positive,65
10888,88cbf75c-79f0-42cb-8733-af670f39d6e0,,indifferent,2021-09-05 10:26:00,animals,neutral,20
10891,88cbf75c-79f0-42cb-8733-af670f39d6e0,,like,2020-05-11 09:48:00,animals,positive,50
10892,88cbf75c-79f0-42cb-8733-af670f39d6e0,,scared,2021-10-01 17:44:00,animals,negative,15
10893,88cbf75c-79f0-42cb-8733-af670f39d6e0,,disgust,2020-08-11 16:45:00,animals,negative,0
10894,88cbf75c-79f0-42cb-8733-af670f39d6e0,,adore,2020-08-12 19:03:00,animals,positive,72
10895,88cbf75c-79f0-42cb-8733-af670f39d6e0,,cherish,2021-09-06 13:52:00,animals,positive,70
10896,88cbf75c-79f0-42cb-8733-af670f39d6e0,,cherish,2021-06-05 16:33:00,animals,positive,70
10900,58e8f463-aee3-46bb-81bb-a49ed8de8b04,,scared,2020-08-10 01:34:00,technology,negative,15
10904,58e8f463-aee3-46bb-81bb-a49ed8de8b04,,adore,2020-02-08 15:42:00,technology,positive,72
10905,58e8f463-aee3-46bb-81bb-a49ed8de8b04,,worried,2020-12-11 13:11:00,technology,negative,12
10907,58e8f463-aee3-46bb-81bb-a49ed8de8b04,,super love,2020-06-08 07:35:00,technology,positive,75
10908,58e8f463-aee3-46bb-81bb-a49ed8de8b04,,adore,2020-04-11 16:07:00,technology,positive,72
10915,218838d8-52f4-4608-a1ba-d8988cc3d029,,interested,2021-12-04 06:20:00,food,positive,30
10916,218838d8-52f4-4608-a1ba-d8988cc3d029,,scared,2021-07-03 09:41:00,food,negative,15
10918,218838d8-52f4-4608-a1ba-d8988cc3d029,,dislike,2021-07-02 06:15:00,food,negative,10
10923,218838d8-52f4-4608-a1ba-d8988cc3d029,,want,2020-04-10 11:20:00,food,positive,70
10924,218838d8-52f4-4608-a1ba-d8988cc3d029,,cherish,2020-03-10 12:52:00,food,positive,70
10925,218838d8-52f4-4608-a1ba-d8988cc3d029,,dislike,2021-04-06 09:54:00,food,negative,10
10928,218838d8-52f4-4608-a1ba-d8988cc3d029,,disgust,2021-01-05 09:40:00,food,negative,0
10934,218838d8-52f4-4608-a1ba-d8988cc3d029,,indifferent,2021-10-01 16:38:00,food,neutral,20
10943,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,,worried,2021-12-05 00:26:00,science,negative,12
10944,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,,worried,2020-09-11 19:39:00,science,negative,12
10946,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,,indifferent,2021-07-05 19:02:00,science,neutral,20
10947,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,,want,2020-11-12 08:08:00,science,positive,70
10949,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,disgust,2020-07-11 21:41:00,travel,negative,0
10951,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,peeking,2020-04-10 23:59:00,travel,neutral,35
10952,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,intrigued,2020-04-07 06:28:00,travel,positive,45
10953,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,love,2021-03-01 01:18:00,travel,positive,65
10954,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,dislike,2021-02-04 07:30:00,travel,negative,10
10956,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,like,2021-04-03 02:04:00,travel,positive,50
10959,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,want,2020-12-11 00:52:00,travel,positive,70
10960,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,hate,2020-11-07 10:26:00,travel,negative,5
10961,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,,cherish,2021-08-04 02:21:00,travel,positive,70
10965,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,,interested,2020-08-07 22:57:00,technology,positive,30
10967,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,,worried,2020-12-11 08:21:00,technology,negative,12
10970,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,,indifferent,2021-04-01 06:45:00,technology,neutral,20
10975,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,,hate,2021-08-02 14:09:00,technology,negative,5
10977,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,,disgust,2021-11-06 18:11:00,technology,negative,0
10979,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,,love,2021-09-06 21:09:00,technology,positive,65
10984,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,,adore,2021-05-03 00:18:00,technology,positive,72
10985,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,,peeking,2020-10-09 17:44:00,technology,neutral,35
10992,ac63258d-9d7d-4167-934e-48b3f3c43fa9,,worried,2021-04-05 08:46:00,tennis,negative,12
10998,ac63258d-9d7d-4167-934e-48b3f3c43fa9,,want,2020-09-09 08:31:00,tennis,positive,70
10999,ac63258d-9d7d-4167-934e-48b3f3c43fa9,,worried,2021-12-01 12:48:00,tennis,negative,12
11004,ac63258d-9d7d-4167-934e-48b3f3c43fa9,,peeking,2020-05-12 22:54:00,tennis,neutral,35
11005,ac63258d-9d7d-4167-934e-48b3f3c43fa9,,super love,2021-03-05 23:00:00,tennis,positive,75
11006,ac63258d-9d7d-4167-934e-48b3f3c43fa9,,want,2021-07-05 11:45:00,tennis,positive,70
11013,ac63258d-9d7d-4167-934e-48b3f3c43fa9,,heart,2021-06-03 15:32:00,tennis,positive,60
11016,ac63258d-9d7d-4167-934e-48b3f3c43fa9,,adore,2021-10-01 14:52:00,tennis,positive,72
11024,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,want,2021-12-03 06:56:00,public speaking,positive,70
11025,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,like,2020-08-10 21:18:00,public speaking,positive,50
11028,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,intrigued,2021-07-02 16:17:00,public speaking,positive,45
11030,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,love,2020-10-11 21:56:00,public speaking,positive,65
11031,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,indifferent,2020-01-07 10:45:00,public speaking,neutral,20
11035,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,dislike,2020-02-07 22:11:00,public speaking,negative,10
11036,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,peeking,2020-08-09 02:27:00,public speaking,neutral,35
11038,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,like,2020-07-11 00:21:00,public speaking,positive,50
11043,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,indifferent,2020-02-08 13:51:00,public speaking,neutral,20
11044,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,heart,2020-11-11 15:36:00,public speaking,positive,60
11046,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,like,2021-04-02 18:29:00,public speaking,positive,50
11048,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,hate,2021-07-02 00:31:00,public speaking,negative,5
11051,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,,hate,2021-08-04 18:30:00,public speaking,negative,5
11053,d200b97e-f661-4502-80d1-1e458816d558,,scared,2021-03-06 13:39:00,science,negative,15
11054,d200b97e-f661-4502-80d1-1e458816d558,,worried,2020-06-10 09:50:00,science,negative,12
11056,d200b97e-f661-4502-80d1-1e458816d558,,scared,2021-12-05 06:32:00,science,negative,15
11057,d200b97e-f661-4502-80d1-1e458816d558,,worried,2021-01-05 05:44:00,science,negative,12
11058,d200b97e-f661-4502-80d1-1e458816d558,,interested,2020-03-08 17:46:00,science,positive,30
11059,d200b97e-f661-4502-80d1-1e458816d558,,peeking,2020-01-11 23:32:00,science,neutral,35
11062,d200b97e-f661-4502-80d1-1e458816d558,,heart,2020-01-10 00:53:00,science,positive,60
11064,d200b97e-f661-4502-80d1-1e458816d558,,cherish,2020-01-08 10:15:00,science,positive,70
11068,d200b97e-f661-4502-80d1-1e458816d558,,hate,2021-04-02 09:49:00,science,negative,5
11071,d200b97e-f661-4502-80d1-1e458816d558,,want,2020-07-12 20:08:00,science,positive,70
11072,d200b97e-f661-4502-80d1-1e458816d558,,peeking,2021-03-01 08:48:00,science,neutral,35
11075,d200b97e-f661-4502-80d1-1e458816d558,,interested,2021-04-04 20:00:00,science,positive,30
11076,d200b97e-f661-4502-80d1-1e458816d558,,indifferent,2020-09-09 11:54:00,science,neutral,20
11079,d200b97e-f661-4502-80d1-1e458816d558,,adore,2020-09-08 09:10:00,science,positive,72
11085,7f9423ac-89b4-4a9a-9747-76e8dd533e81,,worried,2021-11-01 17:06:00,education,negative,12
11087,7f9423ac-89b4-4a9a-9747-76e8dd533e81,,heart,2021-09-06 21:54:00,education,positive,60
11092,6b09861c-712e-46e6-a2a5-72e4b3878767,,worried,2021-05-04 08:46:00,studying,negative,12
11093,6b09861c-712e-46e6-a2a5-72e4b3878767,,like,2020-12-11 18:42:00,studying,positive,50
11094,6b09861c-712e-46e6-a2a5-72e4b3878767,,cherish,2020-12-11 06:05:00,studying,positive,70
11096,6b09861c-712e-46e6-a2a5-72e4b3878767,,love,2020-05-11 00:59:00,studying,positive,65
11097,6b09861c-712e-46e6-a2a5-72e4b3878767,,peeking,2021-03-03 12:43:00,studying,neutral,35
11099,6b09861c-712e-46e6-a2a5-72e4b3878767,,dislike,2021-03-04 13:26:00,studying,negative,10
11100,6b09861c-712e-46e6-a2a5-72e4b3878767,,super love,2021-01-02 16:56:00,studying,positive,75
11103,6b09861c-712e-46e6-a2a5-72e4b3878767,,worried,2020-09-12 05:03:00,studying,negative,12
11106,6b09861c-712e-46e6-a2a5-72e4b3878767,,adore,2020-09-08 01:50:00,studying,positive,72
